"City","Latitude","Longitude","Date and Time","Air Quality Index (AQI)","Air Quality (AQ) Description","Dominant Pollutant Name","Satellite Image Filename"
"New York City","40.2929494226091","-74.49020731504322","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.4842935024812 40.2884528145795 -74.49612112760525 1.0031778780478129.png"
"New York City","40.427847663496905","-74.49020731504322","2017-10-31T21:08:32","77","Fair air quality","o3","40.432344271526496 -74.4842935024812 40.423351055467315 -74.49612112760525 1.0011724430670486.png"
"New York City","40.337915502905034","-74.51386256529133","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.5079487527293 40.333418894875436 -74.51977637785338 1.0025100169898962.png"
"New York City","40.47281374379284","-74.50203494016728","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.49612112760525 40.46831713576325 -74.5079487527293 1.0005027310283654.png"
"New York City","40.35590193502341","-74.5848283160357","2017-10-31T21:08:32","77","Fair air quality","o3","40.360398543053 -74.57891450347367 40.35140532699381 -74.59074212859773 1.002242699668583.png"
"New York City","40.49080017591122","-74.5848283160357","2017-10-31T21:08:32","77","Fair air quality","o3","40.49529678394081 -74.57891450347367 40.48630356788162 -74.59074212859773 1.0002346736625398.png"
"New York City","40.36489515108259","-74.37193106380263","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.36601725124059 40.360398543053 -74.37784487636466 1.00210900397366.png"
"New York City","40.427847663496905","-74.50203494016728","2017-10-31T21:08:32","77","Fair air quality","o3","40.432344271526496 -74.49612112760525 40.423351055467315 -74.5079487527293 1.0011724430670486.png"
"New York City","40.47281374379284","-74.51386256529133","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.5079487527293 40.46831713576325 -74.51977637785338 1.0005027310295673.png"
"New York City","40.337915502905034","-74.5256901904154","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.51977637785338 40.333418894875436 -74.53160400297743 1.002510016988692.png"
"New York City","40.48180695985203","-74.25365481256203","2017-10-31T21:08:32","78","Fair air quality","o3","40.48630356788162 -74.247741 40.47731035182244 -74.25956862512406 1.0003687146671767.png"
"New York City","40.47281374379284","-74.5256901904154","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.51977637785338 40.46831713576325 -74.53160400297743 1.0005027310283654.png"
"New York City","40.346908718964215","-74.25365481256203","2017-10-31T21:08:32","78","Fair air quality","o3","40.35140532699381 -74.247741 40.342412110934625 -74.25956862512406 1.0023763706750926.png"
"New York City","40.427847663496905","-74.51386256529133","2017-10-31T21:08:32","75","Fair air quality","pm10","40.432344271526496 -74.5079487527293 40.423351055467315 -74.51977637785338 1.0011724430682511.png"
"New York City","40.48180695985203","-74.26548243768609","2017-10-31T21:08:32","78","Fair air quality","o3","40.48630356788162 -74.25956862512406 40.47731035182244 -74.27139625024812 1.0003687146671767.png"
"New York City","40.2929494226091","-74.50203494016728","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.49612112760525 40.2884528145795 -74.5079487527293 1.0031778780478129.png"
"New York City","40.337915502905034","-74.53751781553946","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.53160400297743 40.333418894875436 -74.54343162810149 1.002510016988692.png"
"New York City","40.36489515108259","-74.38375868892669","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.37784487636466 40.360398543053 -74.38967250148872 1.002109003972456.png"
"New York City","40.47281374379284","-74.53751781553946","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.53160400297743 40.46831713576325 -74.54343162810149 1.0005027310283654.png"
"New York City","40.427847663496905","-74.5256901904154","2017-10-31T21:08:32","77","Fair air quality","o3","40.432344271526496 -74.51977637785338 40.423351055467315 -74.53160400297743 1.0011724430670486.png"
"New York City","40.48180695985203","-74.27731006281016","2017-10-31T21:08:32","78","Fair air quality","o3","40.48630356788162 -74.27139625024812 40.47731035182244 -74.28322387537219 1.0003687146683786.png"
"New York City","40.47281374379284","-74.54934544066352","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.54343162810149 40.46831713576325 -74.55525925322554 1.0005027310283654.png"
"New York City","40.337915502905034","-74.54934544066352","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.54343162810149 40.333418894875436 -74.55525925322554 1.002510016988692.png"
"New York City","40.427847663496905","-74.53751781553946","2017-10-31T21:08:32","77","Fair air quality","o3","40.432344271526496 -74.53160400297743 40.423351055467315 -74.54343162810149 1.0011724430670486.png"
"New York City","40.48180695985203","-74.28913768793421","2017-10-31T21:08:32","58","Moderate air quality","pm10","40.48630356788162 -74.28322387537219 40.47731035182244 -74.29505150049624 1.0003687146671767.png"
"New York City","40.36489515108259","-74.39558631405075","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.38967250148872 40.360398543053 -74.40150012661277 1.002109003972456.png"
"New York City","40.47281374379284","-74.56117306578759","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.55525925322554 40.46831713576325 -74.56708687834961 1.0005027310295673.png"
"New York City","40.337915502905034","-74.56117306578759","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.55525925322554 40.333418894875436 -74.56708687834961 1.0025100169898962.png"
"New York City","40.427847663496905","-74.54934544066352","2017-10-31T21:08:32","76","Fair air quality","pm10","40.432344271526496 -74.54343162810149 40.423351055467315 -74.55525925322554 1.0011724430670486.png"
"New York City","40.48180695985203","-74.30096531305827","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.29505150049624 40.47731035182244 -74.3068791256203 1.0003687146671767.png"
"New York City","40.47281374379284","-74.57300069091164","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.56708687834961 40.46831713576325 -74.57891450347367 1.0005027310283654.png"
"New York City","40.2929494226091","-74.51386256529133","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.5079487527293 40.2884528145795 -74.51977637785338 1.0031778780490181.png"
"New York City","40.346908718964215","-74.26548243768609","2017-10-31T21:08:32","77","Fair air quality","o3","40.35140532699381 -74.25956862512406 40.342412110934625 -74.27139625024812 1.0023763706750926.png"
"New York City","40.337915502905034","-74.57300069091164","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.56708687834961 40.333418894875436 -74.57891450347367 1.002510016988692.png"
"New York City","40.427847663496905","-74.56117306578759","2017-10-31T21:08:32","76","Fair air quality","pm10","40.432344271526496 -74.55525925322554 40.423351055467315 -74.56708687834961 1.0011724430682511.png"
"New York City","40.48180695985203","-74.31279293818233","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.3068791256203 40.47731035182244 -74.31870675074435 1.0003687146671767.png"
"New York City","40.47281374379284","-74.5848283160357","2017-10-31T21:08:32","77","Fair air quality","o3","40.47731035182244 -74.57891450347367 40.46831713576325 -74.59074212859773 1.0005027310283654.png"
"New York City","40.36489515108259","-74.4074139391748","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.40150012661277 40.360398543053 -74.41332775173683 1.002109003972456.png"
"New York City","40.427847663496905","-74.57300069091164","2017-10-31T21:08:32","77","Fair air quality","o3","40.432344271526496 -74.56708687834961 40.423351055467315 -74.57891450347367 1.0011724430670486.png"
"New York City","40.48180695985203","-74.32462056330638","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.31870675074435 40.47731035182244 -74.33053437586842 1.0003687146683786.png"
"New York City","40.337915502905034","-74.5848283160357","2017-10-31T21:08:32","77","Fair air quality","o3","40.342412110934625 -74.57891450347367 40.333418894875436 -74.59074212859773 1.002510016988692.png"
"New York City","40.46382052773366","-74.25365481256203","2017-10-31T21:08:32","78","Fair air quality","o3","40.46831713576325 -74.247741 40.45932391970406 -74.25956862512406 1.0006367227428044.png"
"New York City","40.36489515108259","-74.41924156429886","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.41332775173683 40.360398543053 -74.4251553768609 1.00210900397366.png"
"New York City","40.2929494226091","-74.5256901904154","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.51977637785338 40.2884528145795 -74.53160400297743 1.0031778780478129.png"
"New York City","40.48180695985203","-74.33644818843045","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.33053437586842 40.47731035182244 -74.34236200099248 1.0003687146671767.png"
"New York City","40.427847663496905","-74.5848283160357","2017-10-31T21:08:32","77","Fair air quality","o3","40.432344271526496 -74.57891450347367 40.423351055467315 -74.59074212859773 1.0011724430670486.png"
"New York City","40.346908718964215","-74.27731006281016","2017-10-31T21:08:32","77","Fair air quality","o3","40.35140532699381 -74.27139625024812 40.342412110934625 -74.28322387537219 1.002376370676297.png"
"New York City","40.46382052773366","-74.26548243768609","2017-10-31T21:08:32","78","Fair air quality","o3","40.46831713576325 -74.25956862512406 40.45932391970406 -74.27139625024812 1.0006367227428044.png"
"New York City","40.328922286845845","-74.25365481256203","2017-10-31T21:08:32","78","Fair air quality","o3","40.333418894875436 -74.247741 40.324425678816255 -74.25956862512406 1.0026436386060882.png"
"New York City","40.36489515108259","-74.43106918942293","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.4251553768609 40.360398543053 -74.43698300198496 1.002109003972456.png"
"New York City","40.48180695985203","-74.34827581355451","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.34236200099248 40.47731035182244 -74.35418962611654 1.0003687146671767.png"
"New York City","40.418854447437724","-74.25365481256203","2017-10-31T21:08:32","78","Fair air quality","o3","40.423351055467315 -74.247741 40.414357839408126 -74.25956862512406 1.0013063114982335.png"
"New York City","40.46382052773366","-74.27731006281016","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.27139625024812 40.45932391970406 -74.28322387537219 1.0006367227440065.png"
"New York City","40.328922286845845","-74.26548243768609","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.25956862512406 40.324425678816255 -74.27139625024812 1.0026436386060882.png"
"New York City","40.48180695985203","-74.36010343867856","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.35418962611654 40.47731035182244 -74.36601725124059 1.0003687146671767.png"
"New York City","40.2929494226091","-74.53751781553946","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.53160400297743 40.2884528145795 -74.54343162810149 1.0031778780478129.png"
"New York City","40.418854447437724","-74.26548243768609","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.25956862512406 40.414357839408126 -74.27139625024812 1.0013063114982335.png"
"New York City","40.46382052773366","-74.28913768793421","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.28322387537219 40.45932391970406 -74.29505150049624 1.0006367227428044.png"
"New York City","40.36489515108259","-74.44289681454698","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.43698300198496 40.360398543053 -74.44881062710901 1.002109003972456.png"
"New York City","40.48180695985203","-74.37193106380263","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.36601725124059 40.47731035182244 -74.37784487636466 1.0003687146683786.png"
"New York City","40.328922286845845","-74.27731006281016","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.27139625024812 40.324425678816255 -74.28322387537219 1.0026436386072928.png"
"New York City","40.418854447437724","-74.27731006281016","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.27139625024812 40.414357839408126 -74.28322387537219 1.0013063114994365.png"
"New York City","40.46382052773366","-74.30096531305827","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.29505150049624 40.45932391970406 -74.3068791256203 1.0006367227428044.png"
"New York City","40.48180695985203","-74.38375868892669","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.37784487636466 40.47731035182244 -74.38967250148872 1.0003687146671767.png"
"New York City","40.36489515108259","-74.45472443967104","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.44881062710901 40.360398543053 -74.46063825223307 1.002109003972456.png"
"New York City","40.418854447437724","-74.28913768793421","2017-10-31T21:08:32","73","Fair air quality","pm10","40.423351055467315 -74.28322387537219 40.414357839408126 -74.29505150049624 1.0013063114982335.png"
"New York City","40.46382052773366","-74.31279293818233","2017-10-31T21:08:32","74","Fair air quality","pm10","40.46831713576325 -74.3068791256203 40.45932391970406 -74.31870675074435 1.0006367227428044.png"
"New York City","40.346908718964215","-74.28913768793421","2017-10-31T21:08:32","77","Fair air quality","o3","40.35140532699381 -74.28322387537219 40.342412110934625 -74.29505150049624 1.0023763706750926.png"
"New York City","40.48180695985203","-74.39558631405075","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.38967250148872 40.47731035182244 -74.40150012661277 1.0003687146671767.png"
"New York City","40.328922286845845","-74.28913768793421","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.28322387537219 40.324425678816255 -74.29505150049624 1.0026436386060882.png"
"New York City","40.36489515108259","-74.46655206479511","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.46063825223307 40.360398543053 -74.47246587735714 1.00210900397366.png"
"New York City","40.46382052773366","-74.32462056330638","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.31870675074435 40.45932391970406 -74.33053437586842 1.0006367227440065.png"
"New York City","40.418854447437724","-74.30096531305827","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.29505150049624 40.414357839408126 -74.3068791256203 1.0013063114982335.png"
"New York City","40.2929494226091","-74.54934544066352","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.54343162810149 40.2884528145795 -74.55525925322554 1.0031778780478129.png"
"New York City","40.48180695985203","-74.4074139391748","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.40150012661277 40.47731035182244 -74.41332775173683 1.0003687146671767.png"
"New York City","40.328922286845845","-74.30096531305827","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.29505150049624 40.324425678816255 -74.3068791256203 1.0026436386060882.png"
"New York City","40.46382052773366","-74.33644818843045","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.33053437586842 40.45932391970406 -74.34236200099248 1.0006367227428044.png"
"New York City","40.36489515108259","-74.47837968991917","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.47246587735714 40.360398543053 -74.4842935024812 1.002109003972456.png"
"New York City","40.418854447437724","-74.31279293818233","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.3068791256203 40.414357839408126 -74.31870675074435 1.0013063114982335.png"
"New York City","40.48180695985203","-74.41924156429886","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.41332775173683 40.47731035182244 -74.4251553768609 1.0003687146683786.png"
"New York City","40.46382052773366","-74.34827581355451","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.34236200099248 40.45932391970406 -74.35418962611654 1.0006367227428044.png"
"New York City","40.328922286845845","-74.31279293818233","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.3068791256203 40.324425678816255 -74.31870675074435 1.0026436386060882.png"
"New York City","40.48180695985203","-74.43106918942293","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.4251553768609 40.47731035182244 -74.43698300198496 1.0003687146671767.png"
"New York City","40.346908718964215","-74.30096531305827","2017-10-31T21:08:32","77","Fair air quality","o3","40.35140532699381 -74.29505150049624 40.342412110934625 -74.3068791256203 1.0023763706750926.png"
"New York City","40.418854447437724","-74.32462056330638","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.31870675074435 40.414357839408126 -74.33053437586842 1.0013063114994365.png"
"New York City","40.46382052773366","-74.36010343867856","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.35418962611654 40.45932391970406 -74.36601725124059 1.0006367227428044.png"
"New York City","40.36489515108259","-74.49020731504322","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.4842935024812 40.360398543053 -74.49612112760525 1.002109003972456.png"
"New York City","40.2929494226091","-74.56117306578759","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.55525925322554 40.2884528145795 -74.56708687834961 1.0031778780490181.png"
"New York City","40.328922286845845","-74.32462056330638","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.31870675074435 40.324425678816255 -74.33053437586842 1.0026436386072928.png"
"New York City","40.48180695985203","-74.44289681454698","2017-10-31T21:08:32","75","Fair air quality","pm10","40.48630356788162 -74.43698300198496 40.47731035182244 -74.44881062710901 1.0003687146671767.png"
"New York City","40.418854447437724","-74.33644818843045","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.33053437586842 40.414357839408126 -74.34236200099248 1.0013063114982335.png"
"New York City","40.46382052773366","-74.37193106380263","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.36601725124059 40.45932391970406 -74.37784487636466 1.0006367227440065.png"
"New York City","40.48180695985203","-74.45472443967104","2017-10-31T21:08:32","75","Fair air quality","pm10","40.48630356788162 -74.44881062710901 40.47731035182244 -74.46063825223307 1.0003687146671767.png"
"New York City","40.46382052773366","-74.38375868892669","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.37784487636466 40.45932391970406 -74.38967250148872 1.0006367227428044.png"
"New York City","40.418854447437724","-74.34827581355451","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.34236200099248 40.414357839408126 -74.35418962611654 1.0013063114982335.png"
"New York City","40.346908718964215","-74.31279293818233","2017-10-31T21:08:32","77","Fair air quality","o3","40.35140532699381 -74.3068791256203 40.342412110934625 -74.31870675074435 1.0023763706750926.png"
"New York City","40.328922286845845","-74.33644818843045","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.33053437586842 40.324425678816255 -74.34236200099248 1.0026436386060882.png"
"New York City","40.36489515108259","-74.50203494016728","2017-10-31T21:08:32","77","Fair air quality","o3","40.36939175911219 -74.49612112760525 40.360398543053 -74.5079487527293 1.002109003972456.png"
"New York City","40.48180695985203","-74.46655206479511","2017-10-31T21:08:32","77","Fair air quality","o3","40.48630356788162 -74.46063825223307 40.47731035182244 -74.47246587735714 1.0003687146683786.png"
"New York City","40.46382052773366","-74.39558631405075","2017-10-31T21:08:32","74","Fair air quality","pm10","40.46831713576325 -74.38967250148872 40.45932391970406 -74.40150012661277 1.0006367227428044.png"
"New York City","40.418854447437724","-74.36010343867856","2017-10-31T21:08:32","77","Fair air quality","o3","40.423351055467315 -74.35418962611654 40.414357839408126 -74.36601725124059 1.0013063114982335.png"
"New York City","40.2929494226091","-74.57300069091164","2017-10-31T21:08:32","77","Fair air quality","o3","40.29744603063869 -74.56708687834961 40.2884528145795 -74.57891450347367 1.0031778780478129.png"
"New York City","40.328922286845845","-74.34827581355451","2017-10-31T21:08:32","77","Fair air quality","o3","40.333418894875436 -74.34236200099248 40.324425678816255 -74.35418962611654 1.0026436386060882.png"
"New York City","40.48180695985203","-74.47837968991917","2017-10-31T21:08:32","71","Fair air quality","no2","40.48630356788162 -74.47246587735714 40.47731035182244 -74.4842935024812 1.0003687146671767.png"
"New York City","40.46382052773366","-74.4074139391748","2017-10-31T21:08:32","77","Fair air quality","o3","40.46831713576325 -74.40150012661277 40.45932391970406 -74.41332775173683 1.0006367227428044.png"
